,symbol
996,SUSHIBNB
997,SUSHIBTC
998,SUSHIBUSD
999,SUSHIUSDT
1000,YFIIBNB
1001,YFIIBTC
1002,YFIIBUSD
1003,YFIIUSDT
1004,KSMBNB
1005,KSMBTC
1006,KSMBUSD
1007,KSMUSDT
1008,EGLDBNB
1009,EGLDBTC
1010,EGLDBUSD
1011,EGLDUSDT
1012,DIABNB
1013,DIABTC
1014,DIABUSD
1015,DIAUSDT
1016,RUNEUSDT
1017,FIOUSDT
1018,UMABTC
1019,UMAUSDT
1020,EOSUPUSDT
1021,EOSDOWNUSDT
1022,TRXUPUSDT
1023,TRXDOWNUSDT
1024,XRPUPUSDT
1025,XRPDOWNUSDT
1026,DOTUPUSDT
1027,DOTDOWNUSDT
1028,SRMBIDR
1029,ONEBIDR
1030,LINKTRY
1031,USDTNGN
1032,BELBNB
1033,BELBTC
1034,BELBUSD
1035,BELUSDT
1036,WINGBNB
1037,WINGBTC
1038,SWRVBNB
1039,SWRVBUSD
1040,WINGBUSD
1041,WINGUSDT
1042,LTCUPUSDT
1043,LTCDOWNUSDT
1044,LENDBKRW
1045,SXPEUR
1046,CREAMBNB
1047,CREAMBUSD
1048,UNIBNB
1049,UNIBTC
1050,UNIBUSD
1051,UNIUSDT
1052,NBSBTC
1053,NBSUSDT
1054,OXTBTC
1055,OXTUSDT
1056,SUNBTC
1057,SUNUSDT
1058,AVAXBNB
1059,AVAXBTC
1060,AVAXBUSD
1061,AVAXUSDT
1062,HNTBTC
1063,HNTUSDT
1064,BAKEBNB
1065,BURGERBNB
1066,SXPBIDR
1067,LINKBKRW
1068,FLMBNB
1069,FLMBTC
1070,FLMBUSD
1071,FLMUSDT
1072,SCRTBTC
1073,SCRTETH
1074,CAKEBNB
1075,CAKEBUSD
1076,SPARTABNB
1077,UNIUPUSDT
1078,UNIDOWNUSDT
1079,ORNBTC
1080,ORNUSDT
1081,TRXNGN
1082,SXPTRY
1083,UTKBTC
1084,UTKUSDT
1085,XVSBNB
1086,XVSBTC
1087,XVSBUSD
1088,XVSUSDT
1089,ALPHABNB
1090,ALPHABTC
1091,ALPHABUSD
1092,ALPHAUSDT
1093,VIDTBTC
1094,VIDTBUSD
1095,AAVEBNB
1096,BTCBRL
1097,USDTBRL
1098,AAVEBTC
1099,AAVEETH
1100,AAVEBUSD
1101,AAVEUSDT
1102,AAVEBKRW
1103,NEARBNB
1104,NEARBTC
1105,NEARBUSD
1106,NEARUSDT
1107,SXPUPUSDT
1108,SXPDOWNUSDT
1109,DOTBKRW
1110,SXPGBP
1111,FILBNB
1112,FILBTC
1113,FILBUSD
1114,FILUSDT
1115,FILUPUSDT
1116,FILDOWNUSDT
1117,YFIUPUSDT
1118,YFIDOWNUSDT
1119,INJBNB
1120,INJBTC
1121,INJBUSD
1122,INJUSDT
1123,AERGOBTC
1124,AERGOBUSD
1125,LINKEUR
1126,ONEBUSD
1127,EASYETH
1128,AUDIOBTC
1129,AUDIOBUSD
1130,AUDIOUSDT
1131,CTKBNB
1132,CTKBTC
1133,CTKBUSD
1134,CTKUSDT
1135,BCHUPUSDT
1136,BCHDOWNUSDT
1137,BOTBTC
1138,BOTBUSD
1139,ETHBRL
1140,DOTEUR
1141,AKROBTC
1142,AKROUSDT
1143,KP3RBNB
1144,KP3RBUSD
1145,AXSBNB
1146,AXSBTC
1147,AXSBUSD
1148,AXSUSDT
1149,HARDBNB
1150,HARDBTC
1151,HARDBUSD
1152,HARDUSDT
1153,BNBBRL
1154,LTCEUR
1155,RENBTCBTC
1156,RENBTCETH
1157,DNTBUSD
1158,DNTUSDT
1159,SLPETH
1160,ADAEUR
1161,LTCNGN
1162,CVPETH
1163,CVPBUSD
1164,STRAXBTC
1165,STRAXETH
1166,STRAXBUSD
1167,STRAXUSDT
1168,FORBTC
1169,FORBUSD
1170,UNFIBNB
1171,UNFIBTC
1172,UNFIBUSD
1173,UNFIUSDT
1174,FRONTETH
1175,FRONTBUSD
1176,BCHABUSD
1177,ROSEBTC
1178,ROSEBUSD
1179,ROSEUSDT
1180,AVAXTRY
1181,BUSDBRL
1182,AVAUSDT
1183,SYSBUSD
1184,XEMUSDT
1185,HEGICETH
1186,HEGICBUSD
1187,AAVEUPUSDT
1188,AAVEDOWNUSDT
1189,PROMBNB
1190,PROMBUSD
1191,XRPBRL
1192,XRPNGN
1193,SKLBTC
1194,SKLBUSD
1195,SKLUSDT
1196,BCHEUR
1197,YFIEUR
1198,ZILBIDR
1199,SUSDBTC
1200,SUSDETH
1201,SUSDUSDT
1202,COVERETH
1203,COVERBUSD
1204,GLMBTC
1205,GLMETH
1206,GHSTETH
1207,GHSTBUSD
1208,SUSHIUPUSDT
1209,SUSHIDOWNUSDT
1210,XLMUPUSDT
1211,XLMDOWNUSDT
1212,LINKBRL
1213,LINKNGN
1214,LTCRUB
1215,TRXTRY
1216,XLMEUR
1217,DFETH
1218,DFBUSD
1219,GRTBTC
1220,GRTETH
1221,GRTUSDT
1222,JUVBTC
1223,JUVBUSD
1224,JUVUSDT
1225,PSGBTC
1226,PSGBUSD
1227,PSGUSDT
1228,BUSDBVND
1229,USDTBVND
1230,1INCHBTC
1231,1INCHUSDT
1232,REEFBTC
1233,REEFUSDT
1234,OGBTC
1235,OGUSDT
1236,ATMBTC
1237,ATMUSDT
1238,ASRBTC
1239,ASRUSDT
1240,CELOBTC
1241,CELOUSDT
1242,RIFBTC
1243,RIFUSDT
1244,CHZTRY
1245,XLMTRY
1246,LINKGBP
1247,GRTEUR
1248,BTCSTBTC
1249,BTCSTBUSD
1250,BTCSTUSDT
1251,TRUBTC
1252,TRUBUSD
1253,TRUUSDT
1254,DEXEETH
1255,DEXEBUSD
1256,EOSEUR
1257,LTCBRL
1258,USDCBUSD
1259,TUSDBUSD
1260,PAXBUSD
1261,CKBBTC
1262,CKBBUSD
1263,CKBUSDT
1264,TWTBTC
1265,TWTBUSD
1266,TWTUSDT
1267,FIROBTC
1268,FIROETH
1269,FIROUSDT
1270,BETHETH
1271,DOGEEUR
1272,DOGETRY
1273,DOGEAUD
1274,DOGEBRL
1275,DOTNGN
1276,PROSETH
1277,LITBTC
1278,LITBUSD
1279,LITUSDT
1280,BTCVAI
1281,BUSDVAI
1282,SFPBTC
1283,SFPBUSD
1284,SFPUSDT
1285,DOGEGBP
1286,DOTTRY
1287,FXSBTC
1288,FXSBUSD
1289,DODOBTC
1290,DODOBUSD
1291,DODOUSDT
1292,FRONTBTC
1293,EASYBTC
1294,CAKEBTC
1295,CAKEUSDT
1296,BAKEBUSD
1297,UFTETH
1298,UFTBUSD
1299,1INCHBUSD
1300,BANDBUSD
1301,GRTBUSD
1302,IOSTBUSD
1303,OMGBUSD
1304,REEFBUSD
1305,ACMBTC
1306,ACMBUSD
1307,ACMUSDT
1308,AUCTIONBTC
1309,AUCTIONBUSD
1310,PHABTC
1311,PHABUSD
1312,DOTGBP
1313,ADATRY
1314,ADABRL
1315,ADAGBP
1316,TVKBTC
1317,TVKBUSD
1318,BADGERBTC
1319,BADGERBUSD
1320,BADGERUSDT
1321,FISBTC
1322,FISBUSD
1323,FISUSDT
1324,DOTBRL
1325,ADAAUD
1326,HOTTRY
1327,EGLDEUR
1328,OMBTC
1329,OMBUSD
1330,OMUSDT
1331,PONDBTC
1332,PONDBUSD
1333,PONDUSDT
1334,DEGOBTC
1335,DEGOBUSD
1336,DEGOUSDT
1337,AVAXEUR
1338,BTTTRY
1339,CHZBRL
1340,UNIEUR
1341,ALICEBTC
1342,ALICEBUSD
1343,ALICEUSDT
1344,CHZBUSD
1345,CHZEUR
1346,CHZGBP
1347,BIFIBNB
1348,BIFIBUSD
1349,LINABTC
1350,LINABUSD
1351,LINAUSDT
1352,ADARUB
1353,ENJBRL
1354,ENJEUR
1355,MATICEUR
1356,NEOTRY
1357,PERPBTC
1358,PERPBUSD
1359,PERPUSDT
1360,RAMPBTC
1361,RAMPBUSD
1362,RAMPUSDT
1363,SUPERBTC
1364,SUPERBUSD
1365,SUPERUSDT
1366,CFXBTC
1367,CFXBUSD
1368,CFXUSDT
1369,ENJGBP
1370,EOSTRY
1371,LTCGBP
1372,LUNAEUR
1373,RVNTRY
1374,THETAEUR
1375,XVGBUSD
1376,EPSBTC
1377,EPSBUSD
1378,EPSUSDT
1379,AUTOBTC
1380,AUTOBUSD
1381,AUTOUSDT
1382,TKOBTC
1383,TKOBIDR
1384,TKOBUSD
1385,TKOUSDT
1386,PUNDIXETH
1387,PUNDIXUSDT
1388,BTTBRL
1389,BTTEUR
1390,HOTEUR
1391,WINEUR
1392,TLMBTC
1393,TLMBUSD
1394,TLMUSDT
1395,1INCHUPUSDT
1396,1INCHDOWNUSDT
1397,BTGBUSD
1398,BTGUSDT
1399,HOTBUSD
1400,BNBUAH
1401,ONTTRY
1402,VETEUR
1403,VETGBP
1404,WINBRL
1405,MIRBTC
1406,MIRBUSD
1407,MIRUSDT
1408,BARBTC
1409,BARBUSD
1410,BARUSDT
1411,FORTHBTC
1412,FORTHBUSD
1413,FORTHUSDT
1414,CAKEGBP
1415,DOGERUB
1416,HOTBRL
1417,WRXEUR
1418,EZBTC
1419,EZETH
1420,BAKEUSDT
1421,BURGERBUSD
1422,BURGERUSDT
1423,SLPBUSD
1424,SLPUSDT
1425,TRXAUD
1426,TRXEUR
1427,VETTRY
1428,SHIBUSDT
1429,SHIBBUSD
1430,ICPBTC
1431,ICPBNB
1432,ICPBUSD
1433,ICPUSDT
1434,BTCGYEN
1435,USDTGYEN
1436,SHIBEUR
1437,SHIBRUB
1438,ETCEUR
1439,ETCBRL
1440,DOGEBIDR
1441,ARBTC
1442,ARBNB
1443,ARBUSD
1444,ARUSDT
1445,POLSBTC
1446,POLSBNB
1447,POLSBUSD
1448,POLSUSDT
1449,MDXBTC
1450,MDXBNB
1451,MDXBUSD
1452,MDXUSDT
1453,MASKBNB
1454,MASKBUSD
1455,MASKUSDT
1456,LPTBTC
1457,LPTBNB
1458,LPTBUSD
1459,LPTUSDT
1460,ETHUAH
1461,MATICBRL
1462,SOLEUR
1463,SHIBBRL
1464,AGIXBTC
1465,ICPEUR
1466,MATICGBP
1467,SHIBTRY
1468,MATICBIDR
1469,MATICRUB
1470,NUBTC
1471,NUBNB
1472,NUBUSD
1473,NUUSDT
1474,XVGUSDT
1475,RLCBUSD
1476,CELRBUSD
1477,ATMBUSD
1478,ZENBUSD
1479,FTMBUSD
1480,THETABUSD
1481,WINBUSD
1482,KAVABUSD
1483,XEMBUSD
1484,ATABTC
1485,ATABNB
1486,ATABUSD
1487,ATAUSDT
1488,GTCBTC
1489,GTCBNB
1490,GTCBUSD
1491,GTCUSDT
1492,TORNBTC
1493,TORNBNB
1494,TORNBUSD
1495,TORNUSDT
1496,MATICTRY
1497,ETCGBP
1498,SOLGBP
1499,BAKEBTC
1500,COTIBUSD
1501,KEEPBTC
1502,KEEPBNB
1503,KEEPBUSD
1504,KEEPUSDT
1505,SOLTRY
1506,RUNEGBP
1507,SOLBRL
1508,SCBUSD
1509,CHRBUSD
1510,STMXBUSD
1511,HNTBUSD
1512,FTTBUSD
1513,DOCKBUSD
1514,ADABIDR
1515,ERNBNB
1516,ERNBUSD
1517,ERNUSDT
1518,KLAYBTC
1519,KLAYBNB
1520,KLAYBUSD
1521,KLAYUSDT
1522,RUNEEUR
1523,MATICAUD
1524,DOTRUB
1525,UTKBUSD
1526,IOTXBUSD
1527,PHAUSDT
1528,SOLRUB
1529,RUNEAUD
1530,BUSDUAH
1531,BONDBTC
1532,BONDBNB
1533,BONDBUSD
1534,BONDUSDT
1535,MLNBTC
1536,MLNBNB
1537,MLNBUSD
1538,MLNUSDT
1539,GRTTRY
1540,CAKEBRL
1541,ICPRUB
1542,DOTAUD
1543,AAVEBRL
1544,EOSAUD
1545,DEXEUSDT
1546,LTOBUSD
1547,ADXBUSD
1548,QUICKBTC
1549,QUICKBNB
1550,QUICKBUSD
1551,C98USDT
1552,C98BUSD
1553,C98BNB
1554,C98BTC
1555,CLVBTC
1556,CLVBNB
1557,CLVBUSD
1558,CLVUSDT
1559,QNTBTC
1560,QNTBNB
1561,QNTBUSD
1562,QNTUSDT
1563,FLOWBTC
1564,FLOWBNB
1565,FLOWBUSD
1566,FLOWUSDT
1567,XECBUSD
1568,AXSBRL
1569,AXSAUD
1570,TVKUSDT
1571,MINABTC
1572,MINABNB
1573,MINABUSD
1574,MINAUSDT
1575,RAYBNB
1576,RAYBUSD
1577,RAYUSDT
1578,FARMBTC
1579,FARMBNB
1580,FARMBUSD
1581,FARMUSDT
1582,ALPACABTC
1583,ALPACABNB
1584,ALPACABUSD
1585,ALPACAUSDT
1586,TLMTRY
1587,QUICKUSDT
1588,ORNBUSD
1589,MBOXBTC
1590,MBOXBNB
1591,MBOXBUSD
1592,MBOXUSDT
1593,VGXBTC
1594,VGXETH
1595,FORUSDT
1596,REQUSDT
1597,GHSTUSDT
1598,TRURUB
1599,FISBRL
1600,WAXPUSDT
1601,WAXPBUSD
1602,WAXPBNB
1603,WAXPBTC
1604,TRIBEBTC
1605,TRIBEBNB
1606,TRIBEBUSD
1607,TRIBEUSDT
1608,GNOUSDT
1609,GNOBUSD
1610,GNOBNB
1611,GNOBTC
1612,ARPATRY
1613,PROMBTC
1614,MTLBUSD
1615,OGNBUSD
1616,XECUSDT
1617,C98BRL
1618,SOLAUD
1619,SUSHIBIDR
1620,XRPBIDR
1621,POLYBUSD
1622,ELFUSDT
1623,DYDXUSDT
1624,DYDXBUSD
1625,DYDXBNB
1626,DYDXBTC
1627,ELFBUSD
1628,POLYUSDT
1629,IDEXUSDT
1630,VIDTUSDT
1631,SOLBIDR
1632,AXSBIDR
1633,BTCUSDP
1634,ETHUSDP
1635,BNBUSDP
1636,USDPBUSD
1637,USDPUSDT
1638,GALAUSDT
1639,GALABUSD
1640,GALABNB
1641,GALABTC
1642,FTMBIDR
1643,ALGOBIDR
1644,CAKEAUD
1645,KSMAUD
1646,WAVESRUB
1647,SUNBUSD
1648,ILVUSDT
1649,ILVBUSD
1650,ILVBNB
1651,ILVBTC
1652,RENBUSD
1653,YGGUSDT
1654,YGGBUSD
1655,YGGBNB
1656,YGGBTC
1657,STXBUSD
1658,SYSUSDT
1659,DFUSDT
1660,SOLUSDC
1661,ARPARUB
1662,LTCUAH
1663,FETBUSD
1664,ARPABUSD
1665,LSKBUSD
1666,AVAXBIDR
1667,ALICEBIDR
1668,FIDAUSDT
1669,FIDABUSD
1670,FIDABNB
1671,FIDABTC
1672,DENTBUSD
1673,FRONTUSDT
1674,CVPUSDT
1675,AGLDBTC
1676,AGLDBNB
1677,AGLDBUSD
1678,AGLDUSDT
1679,RADBTC
1680,RADBNB
1681,RADBUSD
1682,RADUSDT
1683,UNIAUD
1684,HIVEBUSD
1685,STPTBUSD
1686,BETABTC
1687,BETABNB
1688,BETABUSD
1689,BETAUSDT
1690,SHIBAUD
1691,RAREBTC
1692,RAREBNB
1693,RAREBUSD
1694,RAREUSDT
1695,AVAXBRL
1696,AVAXAUD
1697,LUNAAUD
1698,TROYBUSD
1699,AXSETH
1700,FTMETH
1701,SOLETH
1702,SSVBTC
1703,SSVETH
1704,LAZIOTRY
1705,LAZIOEUR
1706,LAZIOBTC
1707,LAZIOUSDT
1708,CHESSBTC
1709,CHESSBNB
1710,CHESSBUSD
1711,CHESSUSDT
1712,FTMAUD
1713,FTMBRL
1714,SCRTBUSD
1715,ADXUSDT
1716,AUCTIONUSDT
1717,CELOBUSD
1718,FTMRUB
1719,NUAUD
1720,NURUB
1721,REEFTRY
1722,REEFBIDR
1723,SHIBDOGE
1724,DARUSDT
1725,DARBUSD
1726,DARBNB
1727,DARBTC
1728,BNXBTC
1729,BNXBNB
1730,BNXBUSD
1731,BNXUSDT
1732,RGTUSDT
1733,RGTBTC
1734,RGTBUSD
1735,RGTBNB
1736,LAZIOBUSD
1737,OXTBUSD
1738,MANATRY
1739,ALGORUB
1740,SHIBUAH
1741,LUNABIDR
1742,AUDUSDC
1743,MOVRBTC
1744,MOVRBNB
1745,MOVRBUSD
1746,MOVRUSDT
1747,CITYBTC
1748,CITYBNB
1749,CITYBUSD
1750,CITYUSDT
1751,ENSBTC
1752,ENSBNB
1753,ENSBUSD
1754,ENSUSDT
1755,SANDETH
1756,DOTETH
1757,MATICETH
1758,ANKRBUSD
1759,SANDTRY
1760,MANABRL
1761,KP3RUSDT
1762,QIUSDT
1763,QIBUSD
1764,QIBNB
1765,QIBTC
1766,PORTOBTC
1767,PORTOUSDT
1768,PORTOTRY
1769,PORTOEUR
1770,POWRUSDT
1771,POWRBUSD
1772,AVAXETH
1773,SLPTRY
1774,FISTRY
1775,LRCTRY
1776,CHRETH
1777,FISBIDR
1778,VGXUSDT
1779,GALAETH
1780,JASMYUSDT
1781,JASMYBUSD
1782,JASMYBNB
1783,JASMYBTC
1784,AMPBTC
1785,AMPBNB
1786,AMPBUSD
1787,AMPUSDT
1788,PLABTC
1789,PLABNB
1790,PLABUSD
1791,PLAUSDT
1792,PYRBTC
1793,PYRBUSD
1794,PYRUSDT
1795,RNDRBTC
1796,RNDRUSDT
1797,RNDRBUSD
1798,ALCXBTC
1799,ALCXBUSD
1800,ALCXUSDT
1801,SANTOSBTC
1802,SANTOSUSDT
1803,SANTOSBRL
1804,SANTOSTRY
1805,MCBTC
1806,MCBUSD
1807,MCUSDT
1808,BELTRY
1809,COCOSBUSD
1810,DENTTRY
1811,ENJTRY
1812,NEORUB
1813,SANDAUD
1814,SLPBIDR
1815,ANYBTC
1816,ANYBUSD
1817,ANYUSDT
1818,BICOBTC
1819,BICOBUSD
1820,BICOUSDT
1821,FLUXBTC
1822,FLUXBUSD
1823,FLUXUSDT
1824,ALICETRY
1825,FXSUSDT
1826,GALABRL
1827,GALATRY
1828,LUNATRY
1829,REQBUSD
1830,SANDBRL
1831,MANABIDR
1832,SANDBIDR
1833,VOXELBTC
1834,VOXELBNB
1835,VOXELBUSD
1836,VOXELUSDT
1837,COSBUSD
1838,CTXCBUSD
1839,FTMTRY
1840,MANABNB
1841,MINATRY
1842,XTZTRY
1843,HIGHBTC
1844,HIGHBUSD
1845,HIGHUSDT
1846,CVXBTC
1847,CVXBUSD
1848,CVXUSDT
1849,PEOPLEBTC
1850,PEOPLEBUSD
1851,PEOPLEUSDT
1852,OOKIBUSD
1853,OOKIUSDT
1854,COCOSTRY
1855,GXSBNB
1856,LINKBNB
1857,LUNAETH
1858,MDTBUSD
1859,NULSBUSD
1860,SPELLBTC
1861,SPELLUSDT
1862,SPELLBUSD
1863,USTBTC
1864,USTBUSD
1865,USTUSDT
1866,JOEBTC
1867,JOEBUSD
1868,JOEUSDT
1869,ATOMETH
1870,DUSKBUSD
1871,EGLDETH
1872,ICPETH
1873,LUNABRL
1874,LUNAUST
1875,NEARETH
1876,ROSEBNB
1877,VOXELETH
1878,ALICEBNB
1879,ATOMTRY
1880,ETHUST
1881,GALAAUD
1882,LRCBNB
1883,ONEETH
1884,OOKIBNB
